,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1440,1201–1500,St Petersburg Electrotechnical University (LETI)Russian Federation,8495,13.4,21%,30 : 70
1441,1201–1500,Suranaree University of TechnologyThailand,15505,30.4,2%,56 : 44
1442,1201–1500,University of TalcaChile,11372,12.5,1%,51 : 49
1443,1201–1500,Tamkang UniversityTaiwan,23207,22.9,7%,48 : 52
1444,1201–1500,University of TarapacáChile,9758,30.2,3%,54 : 46
1445,1201–1500,Taras Shevchenko National University of KyivUkraine,23857,10.0,5%,57 : 43
1446,1201–1500,Technical University of KošiceSlovakia,9348,12.3,20%,27 : 73
1447,1201–1500,Technological University of PereiraColombia,17968,18.4,0%,43 : 57
1448,1201–1500,University of Technology of CompiègneFrance,4269,15.9,21%,38 : 62
1449,1201–1500,University of Technology of TroyesFrance,3189,19.4,23%,24 : 76
1450,1201–1500,Teikyo UniversityJapan,22937,15.9,5%,36 : 64
1451,1201–1500,Universiti Teknikal Malaysia MelakaMalaysia,11716,16.3,7%,40 : 60
1452,1201–1500,Institut Teknologi Sepuluh NopemberIndonesia,17893,10.6,3%,40 : 60
1453,1201–1500,Texas State UniversityUnited States,31639,19.3,1%,59 : 41
1454,1201–1500,Tezpur UniversityIndia,4028,15.0,1%,41 : 59
1455,1201–1500,Thammasat UniversityThailandExplore,30995,11.7,1%,64 : 36
1456,1201–1500,The John Paul II Catholic University of LublinPoland,10070,10.7,9%,62 : 38
1457,1201–1500,TOBB University of Economics and TechnologyTurkey,4822,12.8,1%,47 : 53
1458,1201–1500,Toho UniversityJapan,5421,13.4,0%,53 : 47
1459,1201–1500,Tokai UniversityJapan,28334,15.8,4%,27 : 73
1460,1201–1500,Tokat Gaziosmanpaşa UniversityTurkey,19358,14.6,11%,50 : 50
1461,1201–1500,Tokushima UniversityJapan,7508,9.6,3%,36 : 64
1462,1201–1500,Tokyo University of Agriculture and TechnologyJapan,5686,15.2,6%,32 : 68
1463,1201–1500,Tokyo University of Marine Science and TechnologyJapan,2595,10.5,8%,33 : 67
1464,1201–1500,Tokyo University of ScienceJapanExplore,18091,24.3,3%,25 : 75
1465,1201–1500,Tomas Bata University in ZlínCzech Republic,9129,19.6,10%,56 : 44
1466,1201–1500,University of ToyamaJapan,8988,12.0,3%,39 : 61
1467,1201–1500,Toyohashi University of Technology (TUT)Japan,2033,10.6,14%,12 : 88
1468,1201–1500,Transilvania University of BrașovRomania,19351,18.0,1%,52 : 48
1469,1201–1500,Tshwane University of TechnologySouth Africa,45862,39.6,2%,53 : 47
1470,1201–1500,Tunghai UniversityTaiwan,15160,20.3,10%,55 : 45
1471,1201–1500,University of Tunis El ManarTunisia,26825,11.1,2%,70 : 30
1472,1201–1500,Tzu Chi UniversityTaiwanExplore,3373,9.8,10%,62 : 38
1473,1201–1500,UNIR – International University of La RiojaSpain,27135,26.7,41%,62 : 38
1474,1201–1500,Unisinos UniversityBrazil,9529,18.2,0%,61 : 39
1475,1201–1500,Université Chouaib DoukkaliMorocco,21654,33.6,2%,55 : 45
1476,1201–1500,Universiti Malaysia Terengganu (UMT)Malaysia,9510,15.7,5%,70 : 30
1477,1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM)Malaysia,15498,16.4,6%,47 : 53
1478,1201–1500,Ural Federal UniversityRussian Federation,26370,13.1,17%,50 : 50
1479,1201–1500,USAMV Cluj-NapocaRomania,5643,18.5,7%,52 : 48
1480,1201–1500,University of ValladolidSpain,21780,11.2,8%,57 : 43
1481,1201–1500,Veltech UniversityIndia,8568,13.6,2%,15 : 85
1482,1201–1500,University of VendaSouth Africa,11407,27.8,1%,60 : 40
1483,1201–1500,"Vignan’s Foundation for Science, Technology and ResearchIndia",7072,11.7,1%,47 : 53
1484,1201–1500,Vilnius Gediminas Technical University (Vilnius Tech)Lithuania,8322,13.0,11%,32 : 68
1485,1201–1500,"Visvesvaraya National Institute of Technology, NagpurIndia",4882,16.6,3%,22 : 78
1486,1201–1500,V.N. Karazin Kharkiv National UniversityUkraine,17080,8.5,26%,55 : 45
1487,1201–1500,Volgograd State Technical UniversityRussian Federation,11790,13.1,9%,32 : 68
1488,1201–1500,Voronezh State Technical UniversityRussian Federation,9947,9.3,6%,34 : 66
1489,1201–1500,Vytautas Magnus UniversityLithuania,7765,11.3,14%,61 : 39
1490,1201–1500,Warsaw University of Life Sciences – SGGWPoland,15736,13.6,6%,59 : 41
1491,1201–1500,Warsaw University of TechnologyPoland,25021,18.9,7%,34 : 66
1492,1201–1500,University of West BohemiaCzech Republic,11054,14.7,4%,54 : 46
1493,1201–1500,University of Western MacedoniaGreece,7891,33.6,1%,50 : 50
1494,1201–1500,Western Michigan UniversityUnited States,17612,19.9,8%,52 : 48
1495,1201–1500,Wrocław University of Environmental and Life SciencesPoland,7351,17.1,4%,68 : 32
1496,1201–1500,University of WrocławPoland,19501,16.4,7%,67 : 33
1497,1201–1500,Wuhan Textile UniversityChina,22221,16.0,1%,55 : 45
1498,1201–1500,Xiangtan UniversityChinaExplore,32981,21.9,1%,51 : 49
1499,1201–1500,Xuzhou Medical UniversityChina,13796,20.3,3%,
1500,1201–1500,Yamagata UniversityJapan,8684,8.8,2%,34 : 66
1501,1201–1500,University of YamanashiJapan,4604,6.1,5%,30 : 70
1502,1201–1500,Yazd UniversityIran,14448,30.3,2%,56 : 44
1503,1201–1500,Yokohama National UniversityJapan,9723,13.1,8%,29 : 71
1504,1201–1500,Yuan Ze UniversityTaiwan,7339,24.3,6%,43 : 57
1505,1201–1500,Yuriy Fedkovych Chernivtsi National UniversityUkraine,11353,10.9,1%,56 : 44
1506,1201–1500,University of ZagrebCroatia,65436,16.6,4%,60 : 40
1507,1201–1500,University of ZanjanIran,9611,23.5,0%,53 : 47
1508,1201–1500,Zanjan University of Medical SciencesIran,4698,10.9,1%,56 : 44
1509,1501+,University of Abou Bekr Belkaïd TlemcenAlgeria,40203,20.2,1%,68 : 32
1510,1501+,Akita UniversityJapan,5016,10.5,4%,36 : 64
1511,1501+,Aksaray UniversityTurkey,21377,25.7,8%,48 : 52
1512,1501+,Alexandru Ioan Cuza UniversityRomania,24847,22.1,7%,57 : 43
1513,1501+,Alzahra UniversityIran,10128,23.6,2%,100 : 0
1514,1501+,"University of the Andes, VenezuelaVenezuela",24372,11.7,2%,61 : 39
1515,1501+,Annamalai UniversityIndia,15770,11.5,1%,55 : 45
1516,1501+,Aoyama Gakuin UniversityJapan,19348,11.7,3%,50 : 50
1517,1501+,Universidad Autónoma ChapingoMexico,6228,7.9,1%,45 : 55
1518,1501+,Universidad Autónoma de Ciudad JuárezMexico,36107,15.4,2%,54 : 46
1519,1501+,Universidad Autónoma de CoahuilaMexico,28202,29.2,0%,56 : 44
1520,1501+,Universidad Autónoma del Estado de HidalgoMexico,37596,18.9,1%,57 : 43
1521,1501+,Universidad Autónoma del Estado de Mexico (UAEMex)Mexico,62789,10.9,1%,58 : 42
1522,1501+,Universidad Autónoma del Estado de MorelosMexico,30239,15.9,0%,55 : 45
1523,1501+,Universidad Autónoma de Nuevo León (UANL)Mexico,132684,47.3,1%,50 : 50
1524,1501+,Universidad Autónoma de QuerétaroMexico,25399,45.3,1%,56 : 44
1525,1501+,Universidad Autónoma de YucatánMexico,18446,14.7,0%,50 : 50
1526,1501+,Autonomous University of Baja CaliforniaMexicoExplore,66282,22.4,3%,53 : 47
1527,1501+,Badji Mokhtar University – AnnabaAlgeria,41841,14.2,1%,63 : 37
1528,1501+,University of BaghdadIraq,73873,9.4,0%,57 : 43
1529,1501+,Baku State UniversityAzerbaijan,23323,13.3,2%,66 : 34
1530,1501+,Bashkir State UniversityRussian Federation,14740,13.1,3%,59 : 41
1531,1501+,Başkent UniversityTurkey,13172,13.0,2%,59 : 41
1532,1501+,University of BasrahIraq,41612,12.9,0%,58 : 42
1533,1501+,University of BéjaïaAlgeria,41381,24.4,2%,61 : 39
1534,1501+,Belarusian State UniversityBelarus,24277,7.9,18%,60 : 40
1535,1501+,Belgorod State National Research UniversityRussian Federation,13990,15.7,19%,62 : 38
1536,1501+,Benemérita Universidad Autónoma de PueblaMexico,75483,40.5,1%,53 : 47
1537,1501+,Bialystok University of TechnologyPoland,6417,10.6,4%,36 : 64
1538,1501+,University of Bío-BíoChile,12343,24.8,1%,43 : 57
1539,1501+,University of BiskraAlgeria,33049,23.1,0%,63 : 37
1540,1501+,Blida 1 UniversityAlgeria,30076,20.4,1%,68 : 32
1541,1501+,Bolu Abant Izzet Baysal UniversityTurkey,24348,23.5,3%,55 : 45
1542,1501+,University of BrawijayaIndonesia,50116,12.3,1%,56 : 44
1543,1501+,Burapha UniversityThailandExplore,30800,21.8,1%,70 : 30
1544,1501+,Bursa Uludağ UniversityTurkey,42787,25.3,9%,47 : 53
1545,1501+,Catholic University of BrasíliaBrazil,8865,17.8,0%,53 : 47
1546,1501+,University of Caxias do SulBrazil,13554,25.8,0%,51 : 49
1547,1501+,Ceará State UniversityBrazil,18436,16.6,0%,58 : 42
1548,1501+,Manisa Celal Bayar UniversityTurkey,40533,22.4,2%,51 : 49
1549,1501+,Chaoyang University of TechnologyTaiwan,14645,38.1,6%,55 : 45
1550,1501+,Chiba Institute of TechnologyJapan,9895,24.3,2%,14 : 86
1551,1501+,Chinese Culture UniversityTaiwan,23216,23.3,5%,50 : 50
1552,1501+,Chubu UniversityJapan,9128,16.8,2%,27 : 73
1553,1501+,Chuo UniversityJapan,25954,35.3,4%,38 : 62
1554,1501+,University of ColimaMexico,13665,9.6,0%,54 : 46
1555,1501+,Comillas Pontifical UniversitySpain,10065,21.8,6%,55 : 45
1556,1501+,Communication University of ChinaChina,16350,14.0,5%,
1557,1501+,Cracow University of TechnologyPoland,13339,12.9,2%,38 : 62
1558,1501+,University of CraiovaRomania,18411,22.5,4%,49 : 51
1559,1501+,Cukurova UniversityTurkey,40200,17.8,5%,44 : 56
1560,1501+,University of Dar es SalaamTanzania,37385,24.8,0%,44 : 56
1561,1501+,Dicle UniversityTurkey,31401,17.3,2%,44 : 56
1562,1501+,Diponegoro UniversityIndonesia,38567,13.5,2%,56 : 44
1563,1501+,Dokkyo Medical UniversityJapan,1338,1.2,0%,51 : 49
1564,1501+,Doshisha UniversityJapan,27764,18.5,4%,42 : 58
1565,1501+,Dumlupinar UniversityTurkey,49511,50.4,8%,43 : 57
1566,1501+,Dunarea de Jos University of GalatiRomania,12770,16.6,21%,59 : 41
1567,1501+,EAFIT UniversityColombia,14164,23.8,2%,44 : 56
1568,1501+,Erzincan Binali Yıldırım UniversityTurkey,13773,18.7,3%,54 : 46
1569,1501+,Escuela Politécnica NacionalEcuador,7084,12.9,1%,29 : 71
1570,1501+,Eskişehir Osmangazi UniversityTurkey,30822,19.6,3%,45 : 55
1571,1501+,Universidade do Estado de Santa CatarinaBrazil,12404,12.9,1%,52 : 48
1572,1501+,Universidade Estadual do Norte Fluminense Darcy RibeiroBrazil,6910,23.0,0%,61 : 39
1573,1501+,Universidade Estadual de MaringáBrazil,19442,12.6,0%,55 : 45
1574,1501+,Universidade Estadual do Oeste do Paraná (Unioeste)Brazil,10540,9.0,0%,59 : 41
1575,1501+,"Federal University of Agriculture, AbeokutaNigeria",17038,25.9,0%,50 : 50
1576,1501+,Universidade Federal do Ceará (UFC)Brazil,40899,19.8,1%,44 : 56
1577,1501+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)Brazil,4882,13.6,1%,70 : 30
1578,1501+,Universidade Federal do Triângulo MineiroBrazil,11992,20.5,0%,59 : 41
1579,1501+,Universidade Federal do Vale do São FranciscoBrazil,6395,11.0,0%,49 : 51
1580,1501+,Federal University of ItajubáBrazil,8596,17.1,1%,30 : 70
1581,1501+,Universidade Federal de Juiz de ForaBrazil,26085,16.5,0%,54 : 46
1582,1501+,Universidade Federal do Maranhão (UFMA)Brazil,32222,16.2,0%,52 : 48
1583,1501+,Federal University of Mato Grosso do SulBrazil,26142,15.6,1%,55 : 45
1584,1501+,Universidade Federal de Ouro Preto (UFOP)Brazil,15453,17.1,1%,50 : 50
1585,1501+,Federal University of ParáBrazil,43211,16.3,0%,52 : 48
1586,1501+,Federal University of Paraí­ba (UFPB)Brazil,36815,14.3,0%,51 : 49
1587,1501+,Federal University of PelotasBrazil,23242,17.1,0%,56 : 44
1588,1501+,Federal University of PernambucoBrazil,34356,14.2,1%,50 : 50
1589,1501+,Federal University of PiauíBrazil,52000,24.6,0%,
1590,1501+,Federal Rural University of PernambucoBrazil,20185,16.0,0%,48 : 52
1591,1501+,Universidade Federal Rural do Semi-AridoBrazil,6750,10.0,0%,46 : 54
1592,1501+,Federal University of the State of Rio de Janeiro (UNIRIO)Brazil,20874,22.7,8%,
1593,1501+,Federal University of Vales do Jequitinhonha e MucuriBrazil,10708,13.2,0%,59 : 41
1594,1501+,Feng Chia UniversityTaiwan,19298,23.3,7%,39 : 61
1595,1501+,Fluminense Federal UniversityBrazil,70979,21.1,0%,49 : 51
1596,1501+,Université Frères Mentouri Constantine 1Algeria,36423,22.2,1%,62 : 38
1597,1501+,Universidad de las Fuerzas Armadas – ESPEEcuador,18562,13.4,0%,37 : 63
1598,1501+,University of FukuiJapan,4902,8.0,5%,31 : 69
1599,1501+,Fukuoka UniversityJapan,19637,9.5,1%,40 : 60
1600,1501+,Gaziantep UniversityTurkey,33225,38.0,11%,47 : 53
1601,1501+,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu MuresRomania",8752,14.0,11%,64 : 36
1602,1501+,Gheorghe Asachi Technical University of IaşiRomania,13884,21.0,9%,30 : 70
1603,1501+,GITAM UniversityIndia,22094,14.1,1%,35 : 65
1604,1501+,Grigore T. Popa University of Medicine and PharmacyRomania,9605,10.8,27%,68 : 32
1605,1501+,University of GuadalajaraMexicoExplore,138372,17.8,0%,53 : 47
1606,1501+,University of GuanajuatoMexico,29558,20.9,1%,55 : 45
1607,1501+,Gubkin Russian State University of Oil and GasRussian Federation,9015,12.4,8%,34 : 66
1608,1501+,Hanoi University of Science and TechnologyVietnam,32758,31.1,0%,22 : 78
1609,1501+,Université Hassan 1erMorocco,47480,51.8,2%,51 : 49
1610,1501+,University of HavanaCuba,15002,8.6,4%,63 : 37
1611,1501+,Hellenic Open UniversityGreece,19311,6.8,1%,61 : 39
1612,1501+,Hue UniversityVietnam,47590,22.0,1%,57 : 43
1613,1501+,University of HyogoJapan,6592,12.7,3%,42 : 58
1614,1501+,Ibaraki UniversityJapan,7863,14.8,3%,35 : 65
1615,1501+,Universidad Industrial de Santander (UIS)Colombia,20708,13.8,1%,45 : 55
1616,1501+,Industrial University of TyumenRussian Federation,11336,10.4,6%,35 : 65
1617,1501+,Inönü UniversityTurkey,30348,19.2,2%,36 : 64
1618,1501+,Instituto Politécnico Nacional (IPN)Mexico,133839,12.6,0%,42 : 58
1619,1501+,Irkutsk State UniversityRussian Federation,13334,14.1,4%,68 : 32
1620,1501+,I-Shou UniversityTaiwan,11691,27.5,16%,50 : 50
1621,1501+,Islamic University of IndonesiaIndonesia,24392,28.2,4%,45 : 55
1622,1501+,Ivane Javakhishvili Tbilisi State UniversityGeorgiaExplore,22080,29.1,3%,61 : 39
1623,1501+,Ivanovo State University of Chemistry and TechnologyRussian Federation,3788,18.5,6%,45 : 55
1624,1501+,Iwate UniversityJapan,5305,13.1,4%,37 : 63
1625,1501+,Izmir Institute of TechnologyTurkey,5542,18.5,3%,46 : 54
1626,1501+,Jan Evangelista Purkyně UniversityCzech Republic,7966,18.1,3%,66 : 34
1627,1501+,Jean Moulin University – Lyon 3France,27907,40.6,20%,65 : 35
1628,1501+,Kagoshima UniversityJapan,10326,10.2,2%,37 : 63
1629,1501+,Kanagawa UniversityJapan,17457,14.8,4%,30 : 70
1630,1501+,Kansai UniversityJapan,30335,12.3,3%,41 : 59
1631,1501+,University of KarachiPakistan,43740,36.3,0%,57 : 43
1632,1501+,Karadeniz Technical UniversityTurkey,34824,25.8,4%,44 : 56
1633,1501+,Kasetsart UniversityThailand,68589,18.4,1%,63 : 37
1634,1501+,Kemerovo State UniversityRussian Federation,15311,20.8,6%,67 : 33
1635,1501+,King Mongkut’s Institute of Technology LadkrabangThailand,24243,20.6,1%,54 : 46
1636,1501+,Kirikkale UniversityTurkey,27790,46.2,2%,49 : 51
1637,1501+,Kocaeli UniversityTurkey,67200,45.7,3%,41 : 59
1638,1501+,Kochi UniversityJapan,5480,8.2,1%,44 : 56
1639,1501+,Kogakuin UniversityJapan,6317,17.5,1%,19 : 81
1640,1501+,Kookmin UniversitySouth Korea,17238,12.0,11%,49 : 51
1641,1501+,University of KufaIraq,28175,12.3,0%,65 : 35
1642,1501+,Kwansei Gakuin UniversityJapan,25537,24.8,4%,49 : 51
1643,1501+,Kyoto Sangyo UniversityJapan,12110,21.1,2%,34 : 66
1644,1501+,Kyoto Institute of TechnologyJapan,3958,13.4,6%,29 : 71
1645,1501+,Ladoke Akintola University of TechnologyNigeria,25953,53.1,0%,49 : 51
1646,1501+,Latvia University of Life Sciences and TechnologiesLatvia,3891,24.9,4%,52 : 48
1647,1501+,University of ŁódźPoland,22273,16.7,8%,63 : 37
1648,1501+,Lodz University of TechnologyPoland,12642,17.8,4%,39 : 61
1649,1501+,Lucian Blaga University of SibiuRomania,13154,16.5,2%,60 : 40
1650,1501+,University of Macerata (UNIMC)Italy,10561,23.7,5%,76 : 24
1651,1501+,Mackenzie Presbyterian UniversityBrazil,27482,27.3,0%,59 : 41
1652,1501+,Mahasarakham UniversityThailand,37351,30.0,1%,57 : 43
1653,1501+,Mapúa UniversityPhilippinesExplore,6576,23.9,1%,36 : 64
1654,1501+,Maria Curie-Skłodowska University (UMCS)Poland,18263,12.6,9%,68 : 32
1655,1501+,Matej Bel UniversitySlovakia,6987,14.2,8%,71 : 29
1656,1501+,Medical University of Silesia in KatowicePoland,10267,7.6,5%,74 : 26
1657,1501+,Meiji UniversityJapan,33090,34.2,5%,35 : 65
1658,1501+,Meijo UniversityJapan,15043,30.3,1%,34 : 66
1659,1501+,Mendeleev University of Chemical TechnologyRussian Federation,7037,15.0,6%,56 : 44
1660,1501+,M’Hamed Bougara University of BoumerdèsAlgeria,32336,22.2,1%,60 : 40
1661,1501+,Universidad Michoacana de San Nicolás de HidalgoMexico,41022,22.9,1%,46 : 54
1662,1501+,Ming Chuan UniversityTaiwan,18024,21.7,10%,61 : 39
1663,1501+,MIREA - Russian Technological UniversityRussian Federation,26533,22.4,5%,30 : 70
1664,1501+,University of MiskolcHungary,9021,16.1,5%,49 : 51
1665,1501+,University of MiyazakiJapan,5456,7.5,3%,35 : 65
1666,1501+,University Mohamed Boudiaf of M’SilaAlgeria,38267,19.4,1%,26 : 74
1667,1501+,University of MontenegroMontenegro,16793,24.3,2%,57 : 43
1668,1501+,Moscow Polytechnic UniversityRussian Federation,11250,12.7,13%,40 : 60
1669,1501+,Moscow Power Engineering InstituteRussian Federation,14483,20.9,14%,32 : 68
1670,1501+,University of MosulIraq,60460,15.9,0%,46 : 54
1671,1501+,Université Mouloud Mammeri de Tizi-OuzouAlgeria,41107,18.1,0%,66 : 34
1672,1501+,Muroran Institute of TechnologyJapanExplore,3397,20.3,6%,14 : 86
1673,1501+,Mustansiriyah UniversityIraq,33105,7.1,1%,51 : 49
1674,1501+,Universidad Nacional del LitoralArgentina,47336,30.0,0%,60 : 40
1675,1501+,Universidad Nacional Mayor de San MarcosPeru,47716,26.1,0%,71 : 29
1676,1501+,Nagoya Institute of TechnologyJapan,5774,16.3,5%,17 : 83
1677,1501+,Naresuan UniversityThailand,24827,16.7,1%,66 : 34
1678,1501+,National Changhua University of EducationTaiwan,8515,23.2,4%,49 : 51
1679,1501+,National Chiayi UniversityTaiwan,12059,26.3,3%,49 : 51
1680,1501+,National Chi Nan UniversityTaiwan,5773,14.6,11%,54 : 46
1681,1501+,National University of CórdobaArgentina,167063,16.2,1%,64 : 36
1682,1501+,National Formosa UniversityTaiwan,11134,19.0,1%,22 : 78
1683,1501+,National Ilan UniversityTaiwan,5476,23.0,2%,36 : 64
1684,1501+,National University of KaohsiungTaiwan,5741,24.0,4%,41 : 59
1685,1501+,National Kaohsiung University of Science and TechnologyTaiwan,28128,28.2,2%,36 : 64
1686,1501+,National Taipei UniversityTaiwan,8344,16.0,5%,54 : 46
1687,1501+,National United UniversityTaiwan,7418,20.7,1%,32 : 68
1688,1501+,Nizhny Novgorod State Technical UniversityRussian Federation,7728,12.0,3%,25 : 75
1689,1501+,Nnamdi Azikiwe UniversityNigeria,33509,15.7,0%,46 : 54
1690,1501+,North-Caucasus Federal UniversityRussian Federation,17829,8.2,10%,51 : 49
1691,1501+,North-Eastern Federal UniversityRussian Federation,12449,12.5,3%,55 : 45
1692,1501+,Northern (Arctic) Federal University named after M.V. LomonosovRussian Federation,7623,15.3,8%,54 : 46
1693,1501+,North-Western State Medical University named after I.I. MechnikovRussian Federation,6392,5.8,10%,
1694,1501+,Nosov Magnitogorsk State Technical UniversityRussian Federation,8128,14.4,3%,45 : 55
1695,1501+,Universidade Nove de Julho (Uninove)BrazilExplore,79285,25.4,1%,58 : 42
1696,1501+,University of Novi SadSerbia,47669,15.3,1%,57 : 43
1697,1501+,Novosibirsk State Technical UniversityRussian Federation,11566,10.7,22%,45 : 55
1698,1501+,Nueva Granada Military UniversityColombia,17620,10.4,0%,46 : 54
1699,1501+,Ochanomizu UniversityJapan,2743,14.9,6%,100 : 0
1700,1501+,Ogarev Mordovia State UniversityRussian Federation,15472,14.6,13%,49 : 51
1701,1501+,Oita UniversityJapan,5433,8.5,2%,38 : 62
1702,1501+,Omsk State Technical UniversityRussian Federation,12553,11.6,18%,34 : 66
1703,1501+,Ondokuz Mayis UniversityTurkey,33798,16.0,15%,50 : 50
1704,1501+,University of OradeaRomania,15840,17.2,6%,55 : 45
1705,1501+,Osaka Institute of TechnologyJapan,7160,30.3,1%,13 : 87
1706,1501+,Osaka Medical and Pharmaceutical UniversityJapan,3094,5.5,1%,59 : 41
1707,1501+,Ovidius University of ConstanțaRomania,18344,12.7,6%,47 : 53
1708,1501+,Universitas PadjadjaranIndonesia,35873,12.1,1%,60 : 40
1709,1501+,Universidad Panamericana (UP)Mexico,14504,8.5,1%,48 : 52
1710,1501+,University of PardubiceCzech Republic,7606,14.0,7%,56 : 44
1711,1501+,University of Passo Fundo (UPF)Brazil,11671,24.7,0%,58 : 42
1712,1501+,Pavlov First Saint Petersburg State Medical UniversityRussian Federation,5493,6.3,13%,74 : 26
1713,1501+,Payame Noor UniversityIran,454155,124.7,1%,60 : 40
1714,1501+,Pedagogical and Technological University of ColombiaColombia,32037,15.4,0%,54 : 46
1715,1501+,Penza State UniversityRussian Federation,18451,17.2,11%,57 : 43
1716,1501+,Perm National Research Polytechnic UniversityRussian Federation,8565,10.2,9%,36 : 64
1717,1501+,Perm State UniversityRussian Federation,9837,12.1,5%,57 : 43
1718,1501+,University of PernambucoBrazil,18556,17.0,0%,43 : 57
1719,1501+,Platov South-Russian State Polytechnic University (NPI)Russian Federation,7208,15.7,8%,21 : 79
1720,1501+,Universidad Politécnica SalesianaEcuador,21335,20.7,1%,41 : 59
1721,1501+,Polytechnic University of BucharestRomania,30287,24.4,4%,36 : 64
1722,1501+,Polytechnic University of TimişoaraRomania,13081,21.5,2%,37 : 63
1723,1501+,Pontifical Catholic University of Minas GeraisBrazil,39142,34.0,0%,56 : 44
1724,1501+,Universidad Pontificia Bolivariana (UPB)Colombia,11497,11.5,2%,55 : 45
1725,1501+,Pontificia Universidad Católica del EcuadorEcuador,23170,15.0,1%,57 : 43
1726,1501+,Prague University of Economics and BusinessCzech Republic,13700,28.1,27%,52 : 48
1727,1501+,Privolzhsky Research Medical UniversityRussian Federation,6202,10.8,18%,54 : 46
1728,1501+,PSG College of TechnologyIndia,8594,15.3,0%,38 : 62
1729,1501+,Recep Tayyip Erdoğan UniversityTurkey,13468,19.2,4%,53 : 47
1730,1501+,University of RijekaCroatia,13155,15.6,2%,58 : 42
1731,1501+,Russian Presidential Academy of National Economy and Public AdministrationRussian Federation,16464,9.8,4%,60 : 40
1732,1501+,R V College of EngineeringIndia,5953,15.4,0%,29 : 71
1733,1501+,Ryukoku UniversityJapan,15692,27.7,2%,37 : 63
1734,1501+,Rzeszów University of TechnologyPoland,11259,12.1,1%,38 : 62
1735,1501+,University of La SabanaColombia,12123,15.5,2%,57 : 43
1736,1501+,Saitama UniversityJapan,8457,14.9,6%,33 : 67
1737,1501+,Samara State Technical UniversityRussian Federation,13689,16.2,4%,38 : 62
1738,1501+,San Sebastián UniversityChile,19858,10.4,0%,61 : 39
1739,1501+,Satbayev UniversityKazakhstan,9243,9.7,4%,38 : 62
1740,1501+,University of Science and Technology of Oran Mohamed-BoudiafAlgeria,19115,6.9,1%,49 : 51
1741,1501+,SGH Warsaw School of EconomicsPoland,9092,17.7,12%,50 : 50
1742,1501+,Shimane UniversityJapan,6055,7.7,3%,38 : 62
1743,1501+,Shizuoka UniversityJapan,9926,14.2,4%,29 : 71
1744,1501+,University of ShizuokaJapan,3125,11.9,3%,61 : 39
1745,1501+,Siberian State Medical UniversityRussian Federation,6522,11.1,24%,70 : 30
1746,1501+,Sichuan University of Science and EngineeringChina,38707,21.2,1%,43 : 57
1747,1501+,University of Silesia in KatowicePoland,19962,12.0,3%,67 : 33
1748,1501+,Silpakorn UniversityThailand,24310,21.0,1%,69 : 31
1749,1501+,University of Sistan and BaluchestanIran,9109,20.3,1%,57 : 43
1750,1501+,Sivas Cumhuriyet UniversityTurkey,44942,34.8,4%,49 : 51
1751,1501+,Slovak University of Technology in BratislavaSlovakia,10976,8.8,5%,28 : 72
1752,1501+,University of SonoraMexico,35026,25.6,1%,56 : 44
1753,1501+,Sophia UniversityJapanExplore,13402,11.8,12%,60 : 40
1754,1501+,Southwest State UniversityRussian Federation,6878,14.0,11%,41 : 59
1755,1501+,Srinakharinwirot UniversityThailand,26673,19.6,0%,67 : 33
1756,1501+,State University of Ponta GrossaBrazil,8453,9.1,1%,55 : 45
1757,1501+,State University of Santa CruzBrazil,6887,9.4,1%,56 : 44
1758,1501+,Süleyman Demirel UniversityTurkey,41032,34.8,5%,50 : 50
1759,1501+,University of Sumatera UtaraIndonesia,36146,21.1,2%,54 : 46
1760,1501+,Tamil Nadu Agricultural UniversityIndia,6724,8.7,0%,62 : 38
1761,1501+,Technical University of Cluj-NapocaRomania,18649,20.5,2%,38 : 62
1762,1501+,Technical University of LiberecCzech Republic,5222,11.5,11%,52 : 48
1763,1501+,Technical University of LojaEcuador,51567,33.4,1%,56 : 44
1764,1501+,Technical University of SofiaBulgaria,10339,11.6,9%,27 : 73
1765,1501+,Universidade Tecnológica Federal do Paraná (UTFPR)Brazil,33484,12.8,1%,35 : 65
1766,1501+,Universiti Teknologi MARAMalaysia,60563,16.0,1%,67 : 33
1767,1501+,Telkom UniversityIndonesia,18977,18.2,1%,43 : 57
1768,1501+,Temuco Catholic UniversityChile,10629,12.3,1%,60 : 40
1769,1501+,Tokyo University of AgricultureJapan,12907,32.7,1%,43 : 57
1770,1501+,Tokyo City UniversityJapan,7415,15.5,2%,24 : 76
1771,1501+,Tokyo Denki UniversityJapan,9846,28.5,3%,13 : 87
1772,1501+,Tokyo University of Pharmacy and Life SciencesJapan,3853,18.9,1%,52 : 48
1773,1501+,Tomsk State University of Control Systems and RadioelectronicsRussian Federation,6185,14.1,14%,32 : 68
1774,1501+,Tottori UniversityJapan,5995,8.1,2%,38 : 62
1775,1501+,Toyo UniversityJapan,30465,24.2,6%,43 : 57
1776,1501+,University of TunisTunisia,16418,12.8,2%,68 : 32
1777,1501+,University of TyumenRussian Federation,11569,15.4,9%,61 : 39
1778,1501+,Ufa State Aviation Technical UniversityRussian Federation,8865,13.2,2%,35 : 65
